item_id,llm_text
580,"Movie 'Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)', release date: 01-Jan-1995. Genres: Comedy, Romance."
581,"Movie 'Kalifornia (1993)', release date: 01-Jan-1993. Genres: Drama, Thriller."
582,"Movie 'Piano, The (1993)', release date: 01-Jan-1993. Genres: Drama, Romance."
583,"Movie 'Romeo Is Bleeding (1993)', release date: 01-Jan-1993. Genres: Crime, Thriller."
584,"Movie 'Secret Garden, The (1993)', release date: 01-Jan-1993. Genres: Children's, Drama."
585,"Movie 'Son in Law (1993)', release date: 01-Jan-1993. Genres: Comedy."
586,"Movie 'Terminal Velocity (1994)', release date: 01-Jan-1994. Genres: Action."
587,"Movie 'Hour of the Pig, The (1993)', release date: 01-Jan-1993. Genres: Drama, Mystery."
588,"Movie 'Beauty and the Beast (1991)', release date: 01-Jan-1991. Genres: Animation, Children's, Musical."
589,"Movie 'Wild Bunch, The (1969)', release date: 01-Jan-1969. Genres: Western."
590,"Movie 'Hellraiser: Bloodline (1996)', release date: 08-Mar-1996. Genres: Action, Horror, Sci-Fi."
591,"Movie 'Primal Fear (1996)', release date: 30-Mar-1996. Genres: Drama, Thriller."
592,"Movie 'True Crime (1995)', release date: 01-Jan-1995. Genres: Mystery, Thriller."
593,"Movie 'Stalingrad (1993)', release date: 01-Jan-1993. Genres: War."
594,"Movie 'Heavy (1995)', release date: 05-Jun-1996. Genres: Drama, Romance."
595,"Movie 'Fan, The (1996)', release date: 16-Aug-1996. Genres: Thriller."
596,"Movie 'Hunchback of Notre Dame, The (1996)', release date: 21-Jun-1996. Genres: Animation, Children's, Musical."
597,"Movie 'Eraser (1996)', release date: 21-Jun-1996. Genres: Action, Thriller."
598,"Movie 'Big Squeeze, The (1996)', release date: 06-Sep-1996. Genres: Comedy, Drama."
599,"Movie 'Police Story 4: Project S (Chao ji ji hua) (1993)', release date: 16-Aug-1996. Genres: Action."
600,"Movie 'Daniel Defoe's Robinson Crusoe (1996)', release date: 01-Jan-1996. Genres: Children's."
601,"Movie 'For Whom the Bell Tolls (1943)', release date: 01-Jan-1943. Genres: Adventure, War."
602,"Movie 'American in Paris, An (1951)', release date: 01-Jan-1951. Genres: Musical, Romance."
603,"Movie 'Rear Window (1954)', release date: 01-Jan-1954. Genres: Mystery, Thriller."
604,"Movie 'It Happened One Night (1934)', release date: 01-Jan-1934. Genres: Comedy."
605,"Movie 'Meet Me in St. Louis (1944)', release date: 01-Jan-1944. Genres: Musical."
606,"Movie 'All About Eve (1950)', release date: 01-Jan-1950. Genres: Drama."
607,"Movie 'Rebecca (1940)', release date: 01-Jan-1940. Genres: Romance, Thriller."
608,"Movie 'Spellbound (1945)', release date: 01-Jan-1945. Genres: Mystery, Romance, Thriller."
609,"Movie 'Father of the Bride (1950)', release date: 01-Jan-1950. Genres: Comedy."
610,"Movie 'Gigi (1958)', release date: 01-Jan-1958. Genres: Musical."
611,"Movie 'Laura (1944)', release date: 01-Jan-1944. Genres: Crime, Film-Noir, Mystery."
612,"Movie 'Lost Horizon (1937)', release date: 01-Jan-1937. Genres: Drama."
613,"Movie 'My Man Godfrey (1936)', release date: 01-Jan-1936. Genres: Comedy."
614,"Movie 'Giant (1956)', release date: 01-Jan-1956. Genres: Drama."
615,"Movie '39 Steps, The (1935)', release date: 01-Jan-1935. Genres: Thriller."
616,"Movie 'Night of the Living Dead (1968)', release date: 01-Jan-1968. Genres: Horror, Sci-Fi."
617,"Movie 'Blue Angel, The (Blaue Engel, Der) (1930)', release date: 01-Jan-1930. Genres: Drama."
618,"Movie 'Picnic (1955)', release date: 01-Jan-1955. Genres: Drama."
619,"Movie 'Extreme Measures (1996)', release date: 27-Sep-1996. Genres: Drama, Thriller."
620,"Movie 'Chamber, The (1996)', release date: 11-Oct-1996. Genres: Drama."
621,"Movie 'Davy Crockett, King of the Wild Frontier (1955)', release date: 01-Jan-1955. Genres: Western."
622,"Movie 'Swiss Family Robinson (1960)', release date: 01-Jan-1960. Genres: Adventure, Children's."
623,"Movie 'Angels in the Outfield (1994)', release date: 01-Jan-1994. Genres: Children's, Comedy."
624,"Movie 'Three Caballeros, The (1945)', release date: 01-Jan-1945. Genres: Animation, Children's, Musical."
625,"Movie 'Sword in the Stone, The (1963)', release date: 01-Jan-1963. Genres: Animation, Children's."
626,"Movie 'So Dear to My Heart (1949)', release date: 01-Jan-1949. Genres: Children's, Drama."
627,"Movie 'Robin Hood: Prince of Thieves (1991)', release date: 01-Jan-1991. Genres: Drama."
628,"Movie 'Sleepers (1996)', release date: 18-Oct-1996. Genres: Crime, Drama."
629,"Movie 'Victor/Victoria (1982)', release date: 01-Jan-1982. Genres: Comedy, Musical."
630,"Movie 'Great Race, The (1965)', release date: 01-Jan-1965. Genres: Comedy, Musical."
631,"Movie 'Crying Game, The (1992)', release date: 01-Jan-1992. Genres: Action, Drama, Romance, War."
632,"Movie 'Sophie's Choice (1982)', release date: 01-Jan-1982. Genres: Drama."
633,"Movie 'Christmas Carol, A (1938)', release date: 01-Jan-1938. Genres: Drama."
634,"Movie 'Microcosmos: Le peuple de l'herbe (1996)', release date: 11-Oct-1996. Genres: Documentary."
635,"Movie 'Fog, The (1980)', release date: 01-Jan-1980. Genres: Horror."
636,"Movie 'Escape from New York (1981)', release date: 01-Jan-1981. Genres: Action, Adventure, Sci-Fi, Thriller."
637,"Movie 'Howling, The (1981)', release date: 01-Jan-1981. Genres: Comedy, Horror."
638,"Movie 'Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)', release date: 01-Jan-1982. Genres: Drama."
639,"Movie 'Tin Drum, The (Blechtrommel, Die) (1979)', release date: 01-Jan-1979. Genres: Drama."
640,"Movie 'Cook the Thief His Wife & Her Lover, The (1989)', release date: 01-Jan-1989. Genres: Drama."
641,"Movie 'Paths of Glory (1957)', release date: 01-Jan-1957. Genres: Drama, War."
642,"Movie 'Grifters, The (1990)', release date: 01-Jan-1990. Genres: Crime, Drama, Film-Noir."
643,"Movie 'The Innocent (1994)', release date: 01-Jan-1994. Genres: Drama, Romance."
644,"Movie 'Thin Blue Line, The (1988)', release date: 01-Jan-1988. Genres: Documentary."
645,"Movie 'Paris Is Burning (1990)', release date: 01-Jan-1990. Genres: Documentary."
646,"Movie 'Once Upon a Time in the West (1969)', release date: 01-Jan-1969. Genres: Western."
647,"Movie 'Ran (1985)', release date: 01-Jan-1985. Genres: Drama, War."
648,"Movie 'Quiet Man, The (1952)', release date: 01-Jan-1952. Genres: Comedy, Romance."
649,"Movie 'Once Upon a Time in America (1984)', release date: 01-Jan-1984. Genres: Crime, Drama, Thriller."
650,"Movie 'Seventh Seal, The (Sjunde inseglet, Det) (1957)', release date: 01-Jan-1957. Genres: Drama."
651,"Movie 'Glory (1989)', release date: 01-Jan-1989. Genres: Action, Drama, War."
652,"Movie 'Rosencrantz and Guildenstern Are Dead (1990)', release date: 01-Jan-1990. Genres: Comedy, Drama."
653,"Movie 'Touch of Evil (1958)', release date: 01-Jan-1958. Genres: Crime, Film-Noir, Thriller."
654,"Movie 'Chinatown (1974)', release date: 01-Jan-1974. Genres: Film-Noir, Mystery, Thriller."
655,"Movie 'Stand by Me (1986)', release date: 01-Jan-1986. Genres: Adventure, Comedy, Drama."
656,"Movie 'M (1931)', release date: 01-Jan-1931. Genres: Crime, Film-Noir, Thriller."
657,"Movie 'Manchurian Candidate, The (1962)', release date: 01-Jan-1962. Genres: Film-Noir, Thriller."
658,"Movie 'Pump Up the Volume (1990)', release date: 01-Jan-1990. Genres: Drama."
659,"Movie 'Arsenic and Old Lace (1944)', release date: 01-Jan-1944. Genres: Comedy, Mystery, Thriller."
660,"Movie 'Fried Green Tomatoes (1991)', release date: 01-Jan-1991. Genres: Drama."
661,"Movie 'High Noon (1952)', release date: 01-Jan-1952. Genres: Western."
662,"Movie 'Somewhere in Time (1980)', release date: 01-Jan-1980. Genres: Drama, Romance."
663,"Movie 'Being There (1979)', release date: 01-Jan-1979. Genres: Comedy."
664,"Movie 'Paris, Texas (1984)', release date: 01-Jan-1984. Genres: Drama."
665,"Movie 'Alien 3 (1992)', release date: 01-Jan-1992. Genres: Action, Horror, Sci-Fi, Thriller."
666,"Movie 'Blood For Dracula (Andy Warhol's Dracula) (1974)', release date: 01-Jan-1974. Genres: Horror."
667,"Movie 'Audrey Rose (1977)', release date: 01-Jan-1977. Genres: Horror."
668,"Movie 'Blood Beach (1981)', release date: 01-Jan-1981. Genres: Action, Horror."
669,"Movie 'Body Parts (1991)', release date: 01-Jan-1991. Genres: Horror."
670,"Movie 'Body Snatchers (1993)', release date: 01-Jan-1993. Genres: Horror, Sci-Fi, Thriller."
671,"Movie 'Bride of Frankenstein (1935)', release date: 01-Jan-1935. Genres: Horror."
672,"Movie 'Candyman (1992)', release date: 01-Jan-1992. Genres: Horror."
673,"Movie 'Cape Fear (1962)', release date: 01-Jan-1962. Genres: Film-Noir, Thriller."
674,"Movie 'Cat People (1982)', release date: 01-Jan-1982. Genres: Horror."
675,"Movie 'Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)', release date: 01-Jan-1922. Genres: Horror."
676,"Movie 'Crucible, The (1996)', release date: 27-Nov-1996. Genres: Drama."
677,"Movie 'Fire on the Mountain (1996)', release date: 24-Jan-1997. Genres: Documentary."
678,"Movie 'Volcano (1997)', release date: 25-Apr-1997. Genres: Drama, Thriller."
679,"Movie 'Conan the Barbarian (1981)', release date: 01-Jan-1981. Genres: Action, Adventure."
680,"Movie 'Kull the Conqueror (1997)', release date: 29-Aug-1997. Genres: Action, Adventure."
681,"Movie 'Wishmaster (1997)', release date: 01-Jan-1997. Genres: Horror."
682,"Movie 'I Know What You Did Last Summer (1997)', release date: 17-Oct-1997. Genres: Horror, Mystery, Thriller."
683,"Movie 'Rocket Man (1997)', release date: 01-Jan-1997. Genres: Comedy."
684,"Movie 'In the Line of Fire (1993)', release date: 01-Jan-1993. Genres: Action, Thriller."
685,"Movie 'Executive Decision (1996)', release date: 09-Mar-1996. Genres: Action, Thriller."
686,"Movie 'Perfect World, A (1993)', release date: 01-Jan-1993. Genres: Action, Drama."
687,"Movie 'McHale's Navy (1997)', release date: 18-Apr-1997. Genres: Comedy, War."
688,"Movie 'Leave It to Beaver (1997)', release date: 22-Aug-1997. Genres: Comedy."
689,"Movie 'Jackal, The (1997)', release date: 01-Jan-1997. Genres: Action, Thriller."
690,"Movie 'Seven Years in Tibet (1997)', release date: 01-Jan-1997. Genres: Drama, War."
691,"Movie 'Dark City (1998)', release date: 09-Jan-1998. Genres: Film-Noir, Sci-Fi, Thriller."
692,"Movie 'American President, The (1995)', release date: 01-Jan-1995. Genres: Comedy, Drama, Romance."
693,"Movie 'Casino (1995)', release date: 01-Jan-1995. Genres: Drama."
694,"Movie 'Persuasion (1995)', release date: 25-Sep-1995. Genres: Romance."
695,"Movie 'Kicking and Screaming (1995)', release date: 01-Jan-1995. Genres: Comedy, Drama."
696,"Movie 'City Hall (1996)', release date: 16-Feb-1996. Genres: Drama, Thriller."
697,"Movie 'Basketball Diaries, The (1995)', release date: 01-Jan-1995. Genres: Drama."
698,"Movie 'Browning Version, The (1994)', release date: 01-Jan-1994. Genres: Drama."
699,"Movie 'Little Women (1994)', release date: 01-Jan-1994. Genres: Drama."
700,"Movie 'Miami Rhapsody (1995)', release date: 01-Jan-1995. Genres: Comedy."
701,"Movie 'Wonderful, Horrible Life of Leni Riefenstahl, The (1993)', release date: 01-Jan-1993. Genres: Documentary."
702,"Movie 'Barcelona (1994)', release date: 01-Jan-1994. Genres: Comedy, Romance."
703,"Movie 'Widows' Peak (1994)', release date: 01-Jan-1994. Genres: Drama."
704,"Movie 'House of the Spirits, The (1993)', release date: 01-Jan-1993. Genres: Drama, Romance."
705,"Movie 'Singin' in the Rain (1952)', release date: 01-Jan-1952. Genres: Musical, Romance."
706,"Movie 'Bad Moon (1996)', release date: 01-Nov-1996. Genres: Horror."
707,"Movie 'Enchanted April (1991)', release date: 01-Jan-1991. Genres: Drama."
708,"Movie 'Sex, Lies, and Videotape (1989)', release date: 01-Jan-1989. Genres: Drama."
709,"Movie 'Strictly Ballroom (1992)', release date: 01-Jan-1992. Genres: Comedy, Romance."
710,"Movie 'Better Off Dead... (1985)', release date: 01-Jan-1985. Genres: Comedy."
711,"Movie 'Substance of Fire, The (1996)', release date: 06-Dec-1996. Genres: Drama."
712,"Movie 'Tin Men (1987)', release date: 01-Jan-1987. Genres: Comedy, Drama."
713,"Movie 'Othello (1995)', release date: 18-Dec-1995. Genres: Drama."
714,"Movie 'Carrington (1995)', release date: 01-Jan-1995. Genres: Drama, Romance."
715,"Movie 'To Die For (1995)', release date: 01-Jan-1995. Genres: Comedy, Drama."
716,"Movie 'Home for the Holidays (1995)', release date: 01-Jan-1995. Genres: Drama, Romance."
717,"Movie 'Juror, The (1996)', release date: 01-Jan-1996. Genres: Drama, Thriller."
718,"Movie 'In the Bleak Midwinter (1995)', release date: 23-Feb-1996. Genres: Comedy."
719,"Movie 'Canadian Bacon (1994)', release date: 01-Jan-1994. Genres: Comedy, War."
720,"Movie 'First Knight (1995)', release date: 01-Jan-1995. Genres: Action, Adventure, Drama, Romance."
721,"Movie 'Mallrats (1995)', release date: 01-Jan-1995. Genres: Comedy."
722,"Movie 'Nine Months (1995)', release date: 01-Jan-1995. Genres: Comedy."
723,"Movie 'Boys on the Side (1995)', release date: 01-Jan-1995. Genres: Comedy, Drama."
724,"Movie 'Circle of Friends (1995)', release date: 01-Jan-1995. Genres: Drama, Romance."
725,"Movie 'Exit to Eden (1994)', release date: 01-Jan-1994. Genres: Comedy."
726,"Movie 'Fluke (1995)', release date: 01-Jan-1995. Genres: Children's, Drama."
727,"Movie 'Immortal Beloved (1994)', release date: 01-Jan-1994. Genres: Drama, Romance."
728,"Movie 'Junior (1994)', release date: 01-Jan-1994. Genres: Comedy, Sci-Fi."
729,"Movie 'Nell (1994)', release date: 01-Jan-1994. Genres: Drama."
730,"Movie 'Queen Margot (Reine Margot, La) (1994)', release date: 01-Jan-1996. Genres: Drama, Romance."
731,"Movie 'Corrina, Corrina (1994)', release date: 01-Jan-1994. Genres: Comedy, Drama, Romance."
732,"Movie 'Dave (1993)', release date: 01-Jan-1993. Genres: Comedy, Romance."
733,"Movie 'Go Fish (1994)', release date: 01-Jan-1994. Genres: Drama, Romance."
734,"Movie 'Made in America (1993)', release date: 01-Jan-1993. Genres: Comedy."
735,"Movie 'Philadelphia (1993)', release date: 01-Jan-1993. Genres: Drama."
736,"Movie 'Shadowlands (1993)', release date: 01-Jan-1993. Genres: Drama, Romance."
737,"Movie 'Sirens (1994)', release date: 01-Jan-1994. Genres: Comedy, Drama."
738,"Movie 'Threesome (1994)', release date: 01-Jan-1994. Genres: Comedy, Romance."
739,"Movie 'Pretty Woman (1990)', release date: 01-Jan-1990. Genres: Comedy, Romance."
740,"Movie 'Jane Eyre (1996)', release date: 05-Apr-1996. Genres: Drama, Romance."
741,"Movie 'Last Supper, The (1995)', release date: 05-Apr-1996. Genres: Drama, Thriller."
742,"Movie 'Ransom (1996)', release date: 08-Nov-1996. Genres: Drama, Thriller."
743,"Movie 'Crow: City of Angels, The (1996)', release date: 30-Aug-1996. Genres: Action, Thriller."
744,"Movie 'Michael Collins (1996)', release date: 11-Oct-1996. Genres: Drama, War."
745,"Movie 'Ruling Class, The (1972)', release date: 01-Jan-1972. Genres: Comedy."
746,"Movie 'Real Genius (1985)', release date: 01-Jan-1985. Genres: Comedy."
747,"Movie 'Benny & Joon (1993)', release date: 01-Jan-1993. Genres: Comedy, Romance."
748,"Movie 'Saint, The (1997)', release date: 14-Mar-1997. Genres: Action, Romance, Thriller."
749,"Movie 'MatchMaker, The (1997)', release date: 01-Jan-1997. Genres: Comedy, Romance."
750,"Movie 'Amistad (1997)', release date: 18-Dec-1997. Genres: Drama."
751,"Movie 'Tomorrow Never Dies (1997)', release date: 01-Jan-1997. Genres: Action, Romance, Thriller."
752,"Movie 'Replacement Killers, The (1998)', release date: 06-Feb-1998. Genres: Action, Thriller."
753,"Movie 'Burnt By the Sun (1994)', release date: 01-Jan-1994. Genres: Drama."
754,"Movie 'Red Corner (1997)', release date: 01-Jan-1997. Genres: Crime, Thriller."
755,"Movie 'Jumanji (1995)', release date: 01-Jan-1995. Genres: Action, Adventure, Children's, Fantasy, Sci-Fi."
756,"Movie 'Father of the Bride Part II (1995)', release date: 01-Jan-1995. Genres: Comedy."
757,"Movie 'Across the Sea of Time (1995)', release date: 01-Jan-1995. Genres: Documentary."
758,"Movie 'Lawnmower Man 2: Beyond Cyberspace (1996)', release date: 01-Jan-1996. Genres: Sci-Fi, Thriller."
759,"Movie 'Fair Game (1995)', release date: 01-Jan-1995. Genres: Action."
760,"Movie 'Screamers (1995)', release date: 01-Jan-1995. Genres: Sci-Fi."
761,"Movie 'Nick of Time (1995)', release date: 01-Jan-1995. Genres: Action, Thriller."
762,"Movie 'Beautiful Girls (1996)', release date: 09-Feb-1996. Genres: Drama."
763,"Movie 'Happy Gilmore (1996)', release date: 16-Feb-1996. Genres: Comedy."
764,"Movie 'If Lucy Fell (1996)', release date: 08-Mar-1996. Genres: Comedy, Romance."
765,"Movie 'Boomerang (1992)', release date: 01-Jan-1992. Genres: Comedy, Romance."
766,"Movie 'Man of the Year (1995)', release date: 01-Mar-1996. Genres: Documentary."
767,"Movie 'Addiction, The (1995)', release date: 01-Jan-1995. Genres: Horror."
768,"Movie 'Casper (1995)', release date: 01-Jan-1995. Genres: Adventure, Children's."
769,"Movie 'Congo (1995)', release date: 01-Jan-1995. Genres: Action, Adventure, Mystery, Sci-Fi."
770,"Movie 'Devil in a Blue Dress (1995)', release date: 01-Jan-1995. Genres: Crime, Film-Noir, Mystery, Thriller."
771,"Movie 'Johnny Mnemonic (1995)', release date: 01-Jan-1995. Genres: Action, Sci-Fi, Thriller."
772,"Movie 'Kids (1995)', release date: 01-Jan-1995. Genres: Drama."
773,"Movie 'Mute Witness (1994)', release date: 01-Jan-1994. Genres: Thriller."
774,"Movie 'Prophecy, The (1995)', release date: 01-Jan-1995. Genres: Horror."
775,"Movie 'Something to Talk About (1995)', release date: 01-Jan-1995. Genres: Comedy, Drama, Romance."
776,"Movie 'Three Wishes (1995)', release date: 01-Jan-1995. Genres: Drama."
777,"Movie 'Castle Freak (1995)', release date: 01-Jan-1995. Genres: Horror."
778,"Movie 'Don Juan DeMarco (1995)', release date: 01-Jan-1995. Genres: Comedy, Drama, Romance."
779,"Movie 'Drop Zone (1994)', release date: 01-Jan-1994. Genres: Action."
780,"Movie 'Dumb & Dumber (1994)', release date: 01-Jan-1994. Genres: Comedy."
781,"Movie 'French Kiss (1995)', release date: 01-Jan-1995. Genres: Comedy, Romance."
782,"Movie 'Little Odessa (1994)', release date: 01-Jan-1994. Genres: Drama."
783,"Movie 'Milk Money (1994)', release date: 01-Jan-1994. Genres: Comedy, Romance."
784,"Movie 'Beyond Bedlam (1993)', release date: 01-Jan-1993. Genres: Drama, Horror."
785,"Movie 'Only You (1994)', release date: 01-Jan-1994. Genres: Comedy, Romance."
786,"Movie 'Perez Family, The (1995)', release date: 01-Jan-1995. Genres: Comedy, Romance."
787,"Movie 'Roommates (1995)', release date: 01-Jan-1995. Genres: Comedy, Drama."
788,"Movie 'Relative Fear (1994)', release date: 01-Jan-1994. Genres: Horror, Thriller."
789,"Movie 'Swimming with Sharks (1995)', release date: 01-Jan-1995. Genres: Comedy, Drama."
790,"Movie 'Tommy Boy (1995)', release date: 01-Jan-1995. Genres: Comedy."
791,"Movie 'Baby-Sitters Club, The (1995)', release date: 01-Jan-1995. Genres: Children's."
792,"Movie 'Bullets Over Broadway (1994)', release date: 01-Jan-1994. Genres: Comedy."
793,"Movie 'Crooklyn (1994)', release date: 01-Jan-1994. Genres: Comedy."
794,"Movie 'It Could Happen to You (1994)', release date: 01-Jan-1994. Genres: Drama, Romance."
795,"Movie 'Richie Rich (1994)', release date: 01-Jan-1994. Genres: Children's, Comedy."
796,"Movie 'Speechless (1994)', release date: 01-Jan-1994. Genres: Comedy, Romance."
797,"Movie 'Timecop (1994)', release date: 01-Jan-1994. Genres: Action, Sci-Fi."
798,"Movie 'Bad Company (1995)', release date: 01-Jan-1995. Genres: Action."
799,"Movie 'Boys Life (1995)', release date: 01-Jan-1995. Genres: Drama."
800,"Movie 'In the Mouth of Madness (1995)', release date: 01-Jan-1995. Genres: Horror, Thriller."
801,"Movie 'Air Up There, The (1994)', release date: 01-Jan-1994. Genres: Comedy."
802,"Movie 'Hard Target (1993)', release date: 01-Jan-1993. Genres: Action, Adventure, Crime, Thriller."
803,"Movie 'Heaven & Earth (1993)', release date: 01-Jan-1993. Genres: Action, Drama, War."
804,"Movie 'Jimmy Hollywood (1994)', release date: 01-Jan-1994. Genres: Comedy."
805,"Movie 'Manhattan Murder Mystery (1993)', release date: 01-Jan-1993. Genres: Comedy, Mystery."
806,"Movie 'Menace II Society (1993)', release date: 01-Jan-1993. Genres: Action, Crime, Drama."
807,"Movie 'Poetic Justice (1993)', release date: 01-Jan-1993. Genres: Drama."
808,"Movie 'Program, The (1993)', release date: 01-Jan-1993. Genres: Action, Drama."
809,"Movie 'Rising Sun (1993)', release date: 01-Jan-1993. Genres: Action, Drama, Mystery."
810,"Movie 'Shadow, The (1994)', release date: 01-Jan-1994. Genres: Action."
811,"Movie 'Thirty-Two Short Films About Glenn Gould (1993)', release date: 01-Jan-1993. Genres: Documentary."
812,"Movie 'Andre (1994)', release date: 01-Jan-1994. Genres: Adventure, Children's."
813,"Movie 'Celluloid Closet, The (1995)', release date: 15-Mar-1996. Genres: Documentary."
814,"Movie 'Great Day in Harlem, A (1994)', release date: 01-Jan-1994. Genres: Documentary."
815,"Movie 'One Fine Day (1996)', release date: 30-Nov-1996. Genres: Drama, Romance."
816,"Movie 'Candyman: Farewell to the Flesh (1995)', release date: 01-Jan-1995. Genres: Horror."
817,"Movie 'Frisk (1995)', release date: 29-Mar-1996. Genres: Drama."
818,"Movie 'Girl 6 (1996)', release date: 22-Mar-1996. Genres: Comedy."
819,"Movie 'Eddie (1996)', release date: 31-May-1996. Genres: Comedy."
820,"Movie 'Space Jam (1996)', release date: 15-Nov-1996. Genres: Adventure, Animation, Children's, Comedy, Fantasy."
821,"Movie 'Mrs. Winterbourne (1996)', release date: 19-Apr-1996. Genres: Comedy, Romance."
822,"Movie 'Faces (1968)', release date: 01-Jan-1968. Genres: Drama."
823,"Movie 'Mulholland Falls (1996)', release date: 26-Apr-1996. Genres: Crime, Film-Noir, Thriller."
824,"Movie 'Great White Hype, The (1996)', release date: 03-May-1996. Genres: Comedy."
825,"Movie 'Arrival, The (1996)', release date: 31-May-1996. Genres: Action, Sci-Fi, Thriller."
826,"Movie 'Phantom, The (1996)', release date: 07-Jun-1996. Genres: Adventure."
827,"Movie 'Daylight (1996)', release date: 06-Dec-1996. Genres: Action, Adventure, Thriller."
828,"Movie 'Alaska (1996)', release date: 21-Aug-1996. Genres: Adventure, Children's."
829,"Movie 'Fled (1996)', release date: 19-Jul-1996. Genres: Action, Adventure."
830,"Movie 'Power 98 (1995)', release date: 17-May-1996. Genres: Action, Mystery, Thriller."
831,"Movie 'Escape from L.A. (1996)', release date: 09-Aug-1996. Genres: Action, Adventure, Sci-Fi, Thriller."
832,"Movie 'Bogus (1996)', release date: 06-Sep-1996. Genres: Children's, Drama, Fantasy."
833,"Movie 'Bulletproof (1996)', release date: 06-Sep-1996. Genres: Action."
834,"Movie 'Halloween: The Curse of Michael Myers (1995)', release date: 01-Jan-1995. Genres: Horror, Thriller."
835,"Movie 'Gay Divorcee, The (1934)', release date: 01-Jan-1934. Genres: Comedy, Musical, Romance."
836,"Movie 'Ninotchka (1939)', release date: 01-Jan-1939. Genres: Comedy, Romance."
837,"Movie 'Meet John Doe (1941)', release date: 01-Jan-1941. Genres: Drama."
838,"Movie 'In the Line of Duty 2 (1987)', release date: 30-Aug-1996. Genres: Action."
839,"Movie 'Loch Ness (1995)', release date: 01-Jan-1995. Genres: Horror, Thriller."
840,"Movie 'Last Man Standing (1996)', release date: 20-Sep-1996. Genres: Action, Drama, Western."
841,"Movie 'Glimmer Man, The (1996)', release date: 04-Oct-1996. Genres: Action, Thriller."
842,"Movie 'Pollyanna (1960)', release date: 01-Jan-1960. Genres: Children's, Comedy, Drama."
843,"Movie 'Shaggy Dog, The (1959)', release date: 01-Jan-1959. Genres: Children's, Comedy."
844,"Movie 'Freeway (1996)', release date: 23-Aug-1996. Genres: Crime."
845,"Movie 'That Thing You Do! (1996)', release date: 28-Sep-1996. Genres: Comedy."
846,"Movie 'To Gillian on Her 37th Birthday (1996)', release date: 18-Oct-1996. Genres: Drama, Romance."
847,"Movie 'Looking for Richard (1996)', release date: 11-Oct-1996. Genres: Documentary, Drama."
848,"Movie 'Murder, My Sweet (1944)', release date: 01-Jan-1944. Genres: Film-Noir, Thriller."
849,"Movie 'Days of Thunder (1990)', release date: 01-Jan-1990. Genres: Action, Romance."
850,"Movie 'Perfect Candidate, A (1996)', release date: 27-Sep-1996. Genres: Documentary."
851,"Movie 'Two or Three Things I Know About Her (1966)', release date: 01-Jan-1966. Genres: Drama."
852,"Movie 'Bloody Child, The (1996)', release date: 26-Oct-1996. Genres: Drama, Thriller."
853,"Movie 'Braindead (1992)', release date: 01-Jan-1992. Genres: Comedy, Horror."
854,"Movie 'Bad Taste (1987)', release date: 01-Jan-1987. Genres: Comedy, Horror."
855,"Movie 'Diva (1981)', release date: 01-Jan-1981. Genres: Action, Drama, Mystery, Romance, Thriller."
856,"Movie 'Night on Earth (1991)', release date: 01-Jan-1991. Genres: Comedy, Drama."
857,"Movie 'Paris Was a Woman (1995)', release date: 08-Nov-1996. Genres: Documentary."
858,"Movie 'Amityville: Dollhouse (1996)', release date: 01-Jan-1996. Genres: Horror."
859,"Movie 'April Fool's Day (1986)', release date: 01-Jan-1986. Genres: Comedy, Horror."
860,"Movie 'Believers, The (1987)', release date: 01-Jan-1987. Genres: Horror, Thriller."
861,"Movie 'Nosferatu a Venezia (1986)', release date: 01-Jan-1986. Genres: Horror."
862,"Movie 'Jingle All the Way (1996)', release date: 22-Nov-1996. Genres: Adventure, Children's, Comedy."
863,"Movie 'Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)', release date: 08-Nov-1996. Genres: Drama."
864,"Movie 'My Fellow Americans (1996)', release date: 20-Dec-1996. Genres: Comedy."
865,"Movie 'Ice Storm, The (1997)', release date: 01-Jan-1997. Genres: Drama."
866,"Movie 'Michael (1996)', release date: 25-Dec-1996. Genres: Comedy, Romance."
867,"Movie 'Whole Wide World, The (1996)', release date: 25-Dec-1996. Genres: Drama."
868,"Movie 'Hearts and Minds (1996)', release date: 10-Jan-1997. Genres: Drama."
869,"Movie 'Fools Rush In (1997)', release date: 14-Feb-1997. Genres: Comedy, Romance."
870,"Movie 'Touch (1997)', release date: 14-Feb-1997. Genres: Romance."
871,"Movie 'Vegas Vacation (1997)', release date: 14-Feb-1997. Genres: Comedy."
872,"Movie 'Love Jones (1997)', release date: 14-Mar-1997. Genres: Romance."
873,"Movie 'Picture Perfect (1997)', release date: 01-Aug-1997. Genres: Comedy, Romance."
874,"Movie 'Career Girls (1997)', release date: 08-Aug-1997. Genres: Drama."
875,"Movie 'She's So Lovely (1997)', release date: 22-Aug-1997. Genres: Drama, Romance."
876,"Movie 'Money Talks (1997)', release date: 22-Aug-1997. Genres: Action, Comedy."
877,"Movie 'Excess Baggage (1997)', release date: 01-Jan-1997. Genres: Adventure, Romance."
878,"Movie 'That Darn Cat! (1997)', release date: 14-Feb-1997. Genres: Children's, Comedy, Mystery."
879,"Movie 'Peacemaker, The (1997)', release date: 01-Jan-1997. Genres: Action, Thriller, War."
